age,code,wage,benifit
30,92,20632,118.0
73,54,29458,612.0
68,71,23988,353.0
55,53,41548,784.0
90,61,19874,414.0
48,92,30400,181.0
56,81,36645,337.0
40,35,46970,1162.0
74,81,33413,346.0
19,53,32712,576.0
53,11,44748,1430.0
65,91,27644,200.0
86,61,29755,540.0
39,24,33261,951.0
70,32,26759,741.0
32,52,28071,521.0
73,53,33241,675.0
78,33,17752,544.0
28,52,42110,748.0
39,52,38552,707.0
74,61,24990,456.0
64,12,44521,1442.0
87,32,26532,764.0
44,71,19400,267.0
23,21,44799,1232.0
78,24,31036,957.0
88,42,23488,616.0
94,35,46365,1238.0
78,22,36815,1111.0
29,24,47752,1321.0
60,53,26863,547.0
27,54,23857,442.0
19,21,36436,1003.0
64,54,25289,528.0
70,52,44445,857.0
53,52,40186,758.0
21,31,39519,957.0
49,41,24638,574.0
65,24,55381,1585.0
29,34,33445,828.0
52,52,37782,716.0
74,54,23473,514.0
76,34,24459,697.0
74,34,31094,848.0
41,12,31926,1026.0
87,52,34882,726.0
94,34,34878,970.0
59,61,23601,413.0
79,22,33142,1015.0
94,72,30007,456.0
33,32,33336,832.0
79,54,25724,560.0
19,22,52094,1420.0
59,22,37517,1098.0
73,61,25194,457.0
31,11,59597,1839.0
88,41,24878,644.0
31,41,25051,552.0
48,54,30491,588.0
95,21,44718,1350.0
44,12,46838,1478.0
49,24,42263,1208.0
68,81,25626,284.0
80,92,20794,202.0
58,34,43978,1122.0
67,21,43598,1274.0
60,63,28721,482.0
48,92,30459,181.0
49,54,22279,452.0
41,21,44162,1245.0
64,21,31664,951.0
93,35,42043,1136.0
80,41,28609,705.0
67,11,65322,2071.0
68,24,36197,1078.0
94,12,41723,1408.0
83,71,20381,342.0
24,82,30566,243.0
36,21,60996,1686.0
28,61,22048,340.0
70,34,35176,937.0
66,12,32579,1087.0
21,54,21567,394.0
90,41,31953,789.0
86,34,28153,800.0
53,22,42919,1232.0
97,34,40507,1106.0
91,22,45766,1372.0
94,71,29721,453.0
55,92,24824,174.0
72,62,21172,402.0
40,24,38528,1094.0
49,21,58665,1646.0
70,52,31514,641.0
87,52,44277,882.0
80,35,41215,1095.0
87,61,21651,433.0
72,31,39075,1031.0
90,72,29733,447.0
30,92,30836,152.0
22,22,43310,1191.0
34,71,21574,272.0
50,22,38873,1119.0
48,21,32104,936.0
84,71,23943,379.0
19,23,40710,1117.0
72,21,31966,972.0
29,35,31075,773.0
85,21,56844,1657.0
39,34,27175,699.0
32,22,39765,1113.0
30,81,34022,276.0
77,51,27279,582.0
22,21,44794,1231.0
70,61,26715,472.0
60,21,51125,1463.0
92,22,38401,1177.0
19,22,40027,1099.0
56,51,28848,574.0
46,54,23718,471.0
43,32,32307,825.0
19,22,45146,1235.0
35,51,25320,480.0
66,21,61894,1760.0
29,71,25794,306.0
27,71,24088,285.0
84,91,22245,214.0
50,92,20328,151.0
87,92,20071,211.0
56,22,33828,995.0
62,41,27967,662.0
49,61,29116,469.0
50,34,41960,1062.0
65,71,30080,409.0
69,81,26909,294.0
42,34,43549,1086.0
67,61,25175,447.0
58,81,24348,258.0
52,61,28875,471.0
74,81,26696,301.0
64,91,22790,182.0
80,34,26557,752.0
87,23,49984,1477.0
70,91,27590,208.0
93,62,26997,514.0
94,11,76524,2452.0
36,24,43561,1221.0
94,22,50402,1500.0
40,32,21709,573.0
62,12,35985,1182.0
19,21,46015,1258.0
30,24,46057,1278.0
25,61,30592,449.0
92,21,58815,1721.0
28,81,32839,265.0
28,92,27275,137.0
95,53,33020,708.0
79,35,33013,901.0
63,54,33290,659.0
72,81,27459,303.0
80,52,44814,880.0
87,34,42151,1128.0
35,72,31543,373.0
85,92,27675,233.0
67,23,50335,1453.0
62,24,59732,1696.0
85,21,53446,1566.0
74,22,36162,1087.0
79,11,70933,2259.0
82,21,44891,1333.0
90,21,49905,1480.0
77,53,26919,576.0
53,81,35311,323.0
62,41,35702,817.0
85,61,25098,476.0
88,52,30320,652.0
54,53,31470,614.0
70,62,25647,458.0
45,53,41574,767.0
20,22,43829,1202.0
84,11,57281,1858.0
92,42,27668,706.0
54,61,22186,385.0
38,52,43548,789.0
19,71,28434,316.0
52,24,59061,1661.0
72,54,27120,572.0
83,31,32584,898.0
66,52,43867,841.0
35,51,28602,535.0
37,41,33649,734.0
81,81,27190,316.0
74,31,37004,986.0
72,63,34614,581.0
88,31,39815,1075.0
86,71,28805,431.0
42,81,30258,271.0
61,11,52928,1689.0
21,34,38197,926.0
30,81,29289,245.0
84,34,35670,972.0
84,21,56793,1654.0
69,61,29313,505.0
43,23,31384,908.0
70,35,47782,1231.0
54,52,34953,672.0
72,51,25561,546.0
89,12,27751,980.0
19,61,22703,334.0
33,22,52835,1463.0
84,71,22582,365.0
29,61,29781,445.0
77,81,24852,294.0
67,22,36508,1085.0
46,51,31015,593.0
77,11,55790,1802.0
31,33,25220,640.0
92,53,30363,659.0
37,33,50408,1237.0
58,81,35483,333.0
20,32,23999,593.0
79,23,51907,1515.0
32,33,41951,1032.0
73,11,45289,1480.0
19,61,26585,386.0
76,61,19305,384.0
47,31,41431,1045.0
28,92,20864,116.0
28,42,25497,556.0
63,32,31927,849.0
29,42,31479,677.0
44,35,39659,998.0
94,92,21601,228.0
58,22,41531,1204.0
90,54,26376,589.0
72,71,19550,315.0
76,12,28591,984.0
31,34,33704,838.0
36,23,31703,905.0
75,54,33526,683.0
69,53,34001,681.0
77,32,23402,674.0
75,22,43690,1290.0
68,35,35189,934.0
62,41,26919,641.0
54,31,31935,835.0
32,81,28148,240.0
95,34,32397,914.0
74,54,28288,594.0
20,81,32138,247.0
23,41,27114,580.0
92,22,32469,1019.0
45,12,44214,1401.0
75,35,44404,1161.0
56,41,29414,681.0
64,62,20990,386.0
34,35,33409,836.0
84,41,25696,653.0
47,34,41586,1048.0
83,51,26246,575.0
51,11,33060,1076.0
35,12,41719,1309.0
78,62,26151,478.0
84,33,8295,333.0
90,12,46328,1539.0
87,34,31617,882.0
94,41,34844,853.0
37,22,46212,1293.0
38,52,37183,683.0
35,22,48438,1350.0
36,34,37697,939.0
89,91,26584,236.0
93,21,60538,1769.0
31,21,34991,984.0
82,42,26283,662.0
21,62,24337,359.0
58,12,41276,1334.0
85,23,41964,1260.0
35,12,45007,1408.0
68,24,61964,1765.0
47,23,44509,1265.0
22,32,22862,570.0
89,23,36047,1109.0
82,54,25688,564.0
44,21,61492,1713.0
65,11,54283,1736.0
52,61,30596,494.0
42,82,39632,334.0
89,12,33245,1145.0
21,53,25595,461.0
75,41,31558,756.0
50,34,26936,711.0
20,24,36752,1013.0
57,54,24938,510.0
45,53,29630,568.0
28,32,26642,668.0
61,12,28633,960.0
60,92,26124,187.0
69,54,27829,578.0
64,41,35597,818.0
33,21,38012,1068.0
52,53,35048,670.0
77,41,24180,611.0
78,21,37790,1137.0
62,51,32301,641.0
61,53,35739,697.0
45,33,47790,1190.0
98,21,41477,1269.0
88,81,24967,313.0
97,41,25160,664.0
99,21,32924,1042.0
49,23,41882,1198.0
72,61,24097,441.0
42,61,19725,333.0
31,32,28536,717.0
60,41,29633,692.0
98,12,49809,1657.0
65,62,27050,469.0
37,32,28908,736.0
98,24,29811,958.0
30,12,32092,1012.0
58,35,41326,1060.0
29,92,26903,138.0
67,41,26364,638.0
85,71,29749,439.0
53,51,29632,582.0
98,31,32931,931.0
36,61,29006,446.0
39,41,30611,677.0
79,21,36856,1114.0
67,12,33681,1122.0
97,34,36192,1006.0
85,62,21849,432.0
84,24,38782,1174.0
48,24,48163,1364.0
42,12,29026,940.0
36,81,24996,226.0
98,54,32559,705.0
58,35,49390,1249.0
19,23,44351,1214.0
81,23,34939,1066.0
94,41,29647,749.0
78,21,48708,1428.0
41,82,36314,310.0
75,34,39950,1057.0
81,35,32967,904.0
46,41,27045,617.0
52,35,49961,1252.0
38,62,30729,473.0
47,21,61456,1717.0
70,23,37441,1115.0
68,34,43020,1117.0
33,91,22589,130.0
31,63,30168,453.0
34,71,28713,343.0
76,22,41248,1226.0
99,21,59466,1750.0
76,41,25736,641.0
73,81,32860,340.0
38,52,30169,566.0
58,71,26754,364.0
60,22,37228,1092.0
77,24,48086,1410.0
42,23,34747,996.0
30,32,31251,779.0
23,41,30683,651.0
62,92,24251,184.0
84,12,40458,1353.0
75,31,33932,916.0
20,12,30598,951.0
30,61,28225,426.0
73,72,30849,430.0
35,35,43209,1066.0
31,61,24409,377.0
44,62,25030,407.0
93,21,39774,1215.0
70,61,30432,522.0
20,34,44432,1070.0
50,24,48311,1371.0
58,71,28757,384.0
71,21,46695,1363.0
82,12,39458,1320.0
41,12,35070,1120.0
96,54,32168,696.0
89,23,45286,1355.0
53,12,38611,1246.0
33,61,29503,448.0
71,24,40307,1193.0
36,54,24884,474.0
96,12,43714,1471.0
82,21,54766,1597.0
27,92,22726,120.0
97,52,32025,695.0
99,33,41215,1126.0
74,34,26676,745.0
70,31,31087,842.0
33,35,37270,924.0
87,54,25748,574.0
33,32,31477,789.0
52,62,23929,405.0
32,24,49873,1383.0
30,21,55925,1541.0
80,54,29568,626.0
74,62,30579,531.0
75,12,28526,980.0
97,41,29245,746.0
89,24,55466,1627.0
75,33,9706,351.0
67,23,40245,1184.0
69,82,35965,354.0
36,34,24283,626.0
45,52,45341,830.0
67,41,25953,630.0
52,21,54606,1542.0
73,32,22397,644.0
97,21,37302,1156.0
74,31,34212,921.0
30,24,36477,1022.0
37,61,24718,391.0
90,11,73478,2354.0
75,53,30685,636.0
94,35,27420,796.0
74,54,22528,498.0
44,51,32374,612.0
45,24,47605,1344.0
31,41,23953,530.0
30,52,35222,637.0
35,21,59718,1650.0
26,32,28417,706.0
84,34,40432,1083.0
95,81,29542,355.0
42,11,37014,1180.0
89,34,26938,776.0
70,92,26247,204.0
31,51,25793,481.0
49,24,43831,1250.0
19,82,26830,210.0
41,12,44390,1400.0
97,24,41822,1276.0
96,41,24776,655.0
72,24,37767,1127.0
71,21,58358,1674.0
63,54,21341,460.0
76,21,63231,1812.0
61,54,28377,574.0
43,22,50585,1420.0
65,53,25316,530.0
57,35,45639,1159.0
31,22,51088,1414.0
23,21,43541,1199.0
35,21,53615,1488.0
86,21,40955,1235.0
78,24,56160,1627.0
74,33,47557,1232.0
94,42,31733,791.0
56,21,34987,1026.0
27,52,38938,693.0
91,24,48240,1438.0
44,52,35124,658.0
41,91,21937,141.0
64,41,25588,618.0
69,34,42104,1097.0
63,21,35365,1048.0
34,82,33664,281.0
68,24,42574,1248.0
24,23,42989,1186.0
33,42,22186,498.0
34,52,29834,553.0
69,61,18902,367.0
47,21,39820,1140.0
23,72,23800,276.0
97,62,26505,515.0
90,24,56339,1652.0
63,24,29881,901.0
87,92,27523,236.0
48,32,22180,597.0
53,12,45971,1467.0
75,54,32974,674.0
27,21,44765,1238.0
72,92,29080,216.0
98,31,27712,809.0
35,22,40649,1142.0
44,31,28365,735.0
79,35,34073,926.0
49,21,48786,1382.0
43,21,44284,1252.0
69,53,28361,587.0
82,61,21892,428.0
51,23,33799,986.0
74,81,34737,354.0
69,35,37228,983.0
39,61,29645,460.0
95,82,36277,400.0
67,21,38489,1138.0
25,54,25466,466.0
35,92,20092,125.0
80,71,26948,402.0
99,24,54614,1621.0
34,81,23511,213.0
48,52,29746,575.0
81,53,39251,789.0
45,23,41009,1168.0
37,31,28229,720.0
78,23,42002,1250.0
55,34,27227,726.0
73,81,27058,302.0
97,81,23672,319.0
91,91,24579,233.0
60,32,27955,752.0
58,32,28798,768.0
48,22,42153,1204.0
76,21,38882,1163.0
62,82,32105,317.0
52,42,27462,635.0
85,24,47200,1400.0
29,35,27255,684.0
80,33,43137,1139.0
65,34,38815,1014.0
63,61,26996,464.0
92,12,29147,1027.0
43,92,27808,164.0
24,91,32248,147.0
45,72,28413,359.0
82,81,28301,325.0
22,24,37897,1047.0
98,23,52988,1576.0
87,92,24817,227.0
93,22,36594,1130.0
68,35,35009,930.0
27,21,50063,1380.0
58,35,37584,973.0
51,24,33815,986.0
64,52,36146,709.0
48,53,36359,685.0
71,62,22274,415.0
65,12,50126,1612.0
34,24,41137,1153.0
22,22,46153,1267.0
58,11,71421,2239.0
37,61,18320,305.0
22,24,36676,1014.0
61,35,50602,1282.0
44,24,41300,1174.0
54,11,57114,1803.0
92,35,43186,1161.0
95,24,43124,1308.0
74,22,53427,1548.0
78,24,38848,1165.0
43,53,38981,721.0
99,33,47854,1281.0
80,31,42354,1121.0
31,21,36182,1016.0
18,42,27934,588.0
40,34,44699,1109.0
46,31,34296,876.0
55,54,21833,455.0
28,54,30542,555.0
80,62,29219,522.0
84,71,25806,398.0
28,23,36587,1022.0
67,82,40036,378.0
86,22,47827,1418.0
31,92,26034,138.0
69,92,29060,211.0
67,81,34464,341.0
97,32,33429,941.0
85,22,53213,1560.0
73,34,41558,1091.0
37,12,42613,1340.0
51,34,34575,891.0
45,82,41501,351.0
42,61,19247,326.0
27,32,32049,792.0
78,22,37639,1133.0
38,21,41172,1161.0
95,35,31319,889.0
40,53,29326,555.0
21,31,26942,663.0
56,23,41651,1204.0
20,53,32626,577.0
69,92,19564,180.0
66,34,42751,1107.0
20,33,16829,426.0
91,71,28711,438.0
68,12,32069,1075.0
62,92,20974,173.0
60,35,30652,815.0
47,54,29349,567.0
48,11,40282,1288.0
68,22,53349,1535.0
60,22,41916,1217.0
29,21,35608,997.0
84,35,28674,809.0
71,12,49362,1599.0
87,23,53372,1568.0
66,34,42306,1097.0
38,22,32162,920.0
81,41,36115,857.0
31,21,37664,1056.0
94,35,38407,1052.0
73,92,22725,197.0
31,62,24736,381.0
52,23,51943,1471.0
32,32,25396,645.0
71,34,27449,758.0
94,21,62961,1835.0
77,82,40318,397.0
71,41,27154,661.0
42,35,44780,1114.0
95,21,59651,1749.0
29,22,45465,1260.0
64,61,29531,500.0
99,91,28146,258.0
77,31,41532,1097.0
64,21,55335,1582.0
57,12,41098,1327.0
72,34,44993,1169.0
95,71,19893,357.0
98,53,34836,743.0
44,62,25756,416.0
82,61,25367,474.0
57,12,36794,1198.0
69,81,24360,277.0
26,22,39590,1099.0
82,34,37460,1010.0
58,21,61782,1744.0
21,62,28523,415.0
44,21,32182,931.0
42,92,21991,143.0
95,52,27602,618.0
93,41,26164,678.0
87,81,24499,308.0
83,21,43118,1288.0
50,41,30793,699.0
69,92,27822,207.0
27,52,46001,811.0
77,24,58783,1695.0
31,12,36544,1147.0
42,12,45897,1446.0
92,61,29184,542.0
88,21,49752,1473.0
42,24,54918,1534.0
72,35,43302,1130.0
22,24,43569,1198.0
21,31,25271,624.0
81,61,25785,478.0
61,21,52057,1489.0
50,62,21452,369.0
70,21,46847,1365.0
72,54,26421,560.0
36,24,43477,1219.0
55,21,37650,1095.0
79,32,27186,766.0
63,52,30227,608.0
44,24,42665,1211.0
31,24,34747,978.0
71,21,42207,1243.0
51,21,45570,1300.0
45,35,45601,1139.0
19,21,62908,1709.0
80,24,51149,1497.0
47,42,31400,706.0
78,41,31319,756.0
83,71,26652,404.0
57,11,81755,2547.0
91,32,24632,726.0
45,21,34218,987.0
27,51,29308,533.0
44,41,30513,683.0
50,34,44230,1115.0
19,62,22206,327.0
37,61,26561,415.0
31,61,19611,313.0
97,24,41838,1277.0
47,54,23771,474.0
51,34,25990,691.0
40,51,29526,558.0
51,22,38946,1123.0
88,71,27297,419.0
27,34,44803,1090.0
36,71,22957,289.0
69,22,43954,1287.0
19,92,22665,107.0
55,82,34382,320.0
88,42,22318,593.0
62,81,27400,286.0
93,21,59091,1730.0
99,82,42792,450.0
32,81,29150,247.0
92,51,32204,690.0
63,92,19913,171.0
68,51,30062,614.0
98,23,32823,1038.0
95,35,41606,1129.0
70,35,42424,1106.0
19,81,32803,250.0
92,35,32745,917.0
98,32,22947,698.0
65,81,31003,315.0
24,12,37366,1160.0
72,81,34306,348.0
80,91,26935,223.0
55,31,29835,787.0
48,34,35936,918.0
21,91,25755,120.0
36,61,29347,451.0
54,52,44733,835.0
46,42,30425,685.0
75,82,26670,302.0
62,92,28272,197.0
68,21,56860,1629.0
31,71,19353,245.0
18,34,27891,680.0
42,11,66415,2062.0
93,41,34872,852.0
62,23,47853,1379.0
34,24,44167,1234.0
80,41,33179,796.0
62,91,25490,188.0
98,23,34431,1081.0
20,61,19038,287.0
51,21,44061,1259.0
51,35,34871,898.0
45,12,48291,1523.0
55,41,36052,812.0
84,32,30290,846.0
25,71,21341,255.0
29,22,36517,1022.0
47,24,49225,1391.0
96,21,54822,1621.0
62,22,40186,1174.0
41,12,42506,1343.0
27,61,30151,447.0
87,33,9476,366.0
70,92,29701,215.0
70,24,31234,949.0
76,61,19052,380.0
66,32,25431,703.0
37,22,42728,1201.0
81,81,23081,288.0
39,31,30652,780.0
23,53,30932,553.0
32,11,64125,1977.0
76,23,43515,1287.0
70,81,32341,332.0
20,81,32102,247.0
27,62,30682,454.0
23,51,31492,563.0
53,22,41133,1185.0
35,24,38108,1074.0
72,21,52050,1508.0
82,81,25883,309.0
19,81,27870,217.0
29,21,33859,951.0
50,12,46090,1466.0
74,54,25721,552.0
24,22,43092,1189.0
72,41,28135,682.0
99,54,30069,666.0
89,22,48750,1448.0
36,34,27680,705.0
98,53,27440,620.0
32,41,28404,621.0
52,52,30471,594.0
25,11,60993,1871.0
45,61,19802,339.0
95,34,31161,885.0
52,34,37682,965.0
52,61,20396,358.0
23,34,31208,766.0
32,11,81563,2500.0
82,52,34538,712.0
63,11,58804,1869.0
55,92,20720,160.0
20,33,35707,866.0
89,22,47463,1414.0
88,35,30229,852.0
61,52,45680,863.0
50,92,27104,173.0
85,81,24589,305.0
48,21,58038,1627.0
92,22,51063,1515.0
97,82,39849,427.0
30,21,45016,1250.0
24,32,28850,713.0
66,61,25525,450.0
62,22,47399,1367.0
77,34,42226,1113.0
77,21,50315,1470.0
98,51,27190,616.0
36,61,19971,326.0
35,91,26199,145.0
63,35,51183,1299.0
96,35,52823,1392.0
88,82,40177,414.0
63,81,34333,333.0
85,34,30108,844.0
63,52,26094,539.0
42,92,21882,142.0
44,53,28777,552.0
18,33,32531,789.0
49,22,42024,1202.0
21,41,28776,610.0
27,21,58317,1600.0
25,34,44135,1071.0
60,92,21732,172.0
37,53,35220,648.0
18,35,33351,808.0
47,11,62803,1962.0
71,24,60484,1731.0
57,21,32586,963.0
68,23,42714,1252.0
90,81,25130,317.0
20,61,25427,372.0
49,24,56334,1583.0
33,92,28441,149.0
53,52,41814,785.0
25,52,46800,821.0
94,12,46234,1543.0
61,34,39846,1031.0
94,21,63775,1857.0
18,41,35353,737.0
77,82,30097,328.0
81,12,35953,1213.0
67,22,45366,1321.0
99,11,35459,1228.0
29,35,49730,1208.0
24,53,35199,626.0
62,21,49610,1426.0
58,35,29377,782.0
50,52,28226,553.0
58,35,44056,1124.0
36,54,28429,533.0
78,12,48688,1590.0
19,32,28347,693.0
68,31,31799,855.0
43,11,34782,1115.0
54,35,27216,725.0
26,21,52682,1448.0
39,33,44969,1114.0
58,35,33670,882.0
36,42,28410,628.0
81,33,25568,731.0
38,22,46882,1313.0
82,11,41901,1393.0
42,81,29990,269.0
65,34,28399,770.0
93,35,28039,809.0
60,52,26609,543.0
75,52,29290,613.0
34,92,29920,156.0
23,24,50253,1378.0
64,34,29457,793.0
62,35,39848,1033.0
59,32,28261,757.0
84,62,29780,537.0
73,34,37509,996.0
38,33,26800,688.0
34,41,29289,642.0
63,24,38403,1129.0
80,52,42594,843.0
48,35,48739,1217.0
75,32,33343,903.0
49,62,23304,392.0
19,41,23611,503.0
38,12,39315,1242.0
19,32,22907,566.0
37,81,23384,217.0
72,21,46845,1369.0
57,35,46684,1184.0
37,61,29155,450.0
51,91,29306,182.0
53,34,32757,852.0
59,21,53016,1512.0
72,54,23009,503.0
74,21,60392,1733.0
56,71,19638,289.0
42,92,22919,146.0
30,32,26447,667.0
52,11,58673,1846.0
53,41,33055,749.0
50,33,30619,797.0
84,92,22732,215.0
66,52,28811,590.0
30,42,23768,525.0
50,32,32635,844.0
46,91,24636,158.0
34,71,19114,247.0
32,52,34424,627.0
44,21,64082,1782.0
53,34,27498,729.0
52,52,46414,860.0
92,81,32501,370.0
71,23,50910,1475.0
82,81,24041,296.0
34,71,28965,346.0
20,24,54526,1487.0
92,21,38188,1171.0
44,24,56591,1582.0
93,82,31176,362.0
53,11,78780,2451.0
18,31,38131,919.0
21,92,24329,116.0
49,21,53078,1497.0
40,61,20679,342.0
74,92,28228,217.0
69,61,26813,472.0
41,52,26682,513.0
97,81,34303,390.0
38,81,32908,282.0
24,32,33264,816.0
20,72,22212,255.0
54,42,21244,514.0
25,35,44122,1071.0
49,54,22476,456.0
32,34,41811,1028.0
41,41,26267,593.0
77,21,56308,1629.0
28,61,21213,329.0
26,72,22504,268.0
66,24,42111,1232.0
72,22,52304,1514.0
70,62,30856,528.0
24,71,28923,329.0
29,31,43380,1060.0
36,33,25219,648.0
76,23,39142,1170.0
51,12,28275,933.0
64,32,28256,765.0
47,52,39459,735.0
51,71,28439,369.0
44,52,46895,854.0
46,11,31700,1027.0
83,41,27340,685.0
26,61,20166,312.0
21,24,51704,1413.0
33,62,28146,430.0
39,34,42665,1060.0
36,54,27841,524.0
68,21,56493,1619.0
70,92,24243,197.0
79,21,56933,1649.0
27,21,37907,1055.0
24,72,27586,315.0
48,21,48021,1360.0
90,24,43841,1319.0
97,72,32480,486.0
79,32,24097,693.0
93,41,29063,736.0
38,42,32367,710.0
38,22,38173,1081.0
18,52,46236,800.0
35,51,24629,468.0
74,92,23821,202.0
39,35,51892,1275.0
87,31,28131,801.0
55,32,30830,811.0
29,82,25860,220.0
78,54,27997,596.0
56,53,38918,741.0
65,34,32423,864.0
60,12,31988,1059.0
71,61,28321,495.0
58,21,37227,1089.0
52,52,46451,860.0
51,11,48625,1543.0
98,92,20734,232.0
95,12,42226,1425.0
88,21,36821,1128.0
37,32,23015,598.0
55,23,45445,1303.0
36,22,34014,967.0
71,61,21970,411.0
86,34,25504,738.0
22,11,77651,2366.0
44,32,33590,857.0
20,81,29531,230.0
45,21,64390,1792.0
22,22,44194,1215.0
45,62,25767,418.0
62,24,57399,1633.0
64,21,43400,1264.0
90,52,36323,755.0
99,34,30938,886.0
40,21,44263,1247.0
75,41,31153,748.0
37,72,23639,298.0
81,12,39357,1315.0
36,62,28493,439.0
69,11,41455,1358.0
53,34,32031,835.0
46,81,28753,268.0
37,53,24824,475.0
22,61,21957,329.0
66,92,25736,195.0
87,21,49502,1465.0
87,35,51052,1336.0
93,61,24197,477.0
96,54,31310,681.0
18,21,33193,915.0
85,54,25488,566.0
87,92,24293,225.0
57,81,30395,297.0
22,33,22847,569.0
31,53,29707,546.0
29,22,40909,1139.0
72,54,26393,559.0
85,53,36021,742.0
98,24,42075,1285.0
45,54,24805,488.0
45,23,34286,989.0
42,54,26979,519.0
72,22,52127,1510.0
89,91,29155,245.0
21,12,34786,1078.0
61,34,42624,1096.0
65,35,51536,1310.0
92,71,24300,396.0
25,34,24830,621.0
44,82,35640,310.0
21,32,30107,737.0
29,81,30915,254.0
70,54,31629,643.0
83,24,32269,998.0
23,54,29975,537.0
57,52,40485,769.0
29,61,25716,391.0
81,82,28663,326.0
82,23,38480,1162.0
71,12,40502,1333.0
90,24,61061,1778.0
75,12,29365,1005.0
69,81,36618,359.0
67,81,30236,313.0
38,41,29688,657.0
73,34,30826,840.0
57,33,39494,1016.0
73,54,27802,585.0
92,35,38029,1040.0
63,11,73665,2314.0
84,41,29669,733.0
31,23,45074,1253.0
36,22,46337,1295.0
65,24,54827,1570.0
77,62,21554,415.0
80,35,43482,1147.0
60,81,26502,276.0
33,12,39589,1242.0
75,21,48998,1431.0
86,21,58498,1703.0
20,21,62096,1689.0
21,31,32946,803.0
85,12,50219,1648.0
95,24,51873,1541.0
24,22,31496,879.0
35,61,28409,437.0
65,34,25809,710.0
47,92,20781,147.0
26,41,32331,689.0
62,34,35174,924.0
71,22,51029,1479.0
80,21,54645,1590.0
96,34,28369,821.0
23,35,45972,1111.0
52,61,18548,333.0
86,82,32885,362.0
96,61,28057,534.0
28,12,43546,1353.0
75,12,44062,1446.0
63,35,45979,1177.0
41,52,39755,730.0
90,21,55597,1632.0
86,12,34219,1169.0
65,24,48594,1404.0
92,22,40536,1234.0
29,35,40220,986.0
56,41,29108,675.0
51,11,85686,2655.0
75,33,16656,513.0
51,22,48999,1391.0
92,71,27660,429.0
24,22,38637,1070.0
28,22,36174,1011.0
94,21,46838,1405.0
55,21,39552,1146.0
49,41,35949,800.0
59,32,28445,762.0
89,24,39698,1206.0
62,12,31157,1038.0
53,81,27078,268.0
30,52,33928,615.0
27,21,60612,1661.0
63,12,27481,929.0
27,91,26637,133.0
46,33,43217,1085.0
88,21,52499,1546.0
46,41,27262,621.0
63,82,32525,321.0
32,24,57041,1574.0
64,35,34122,902.0
69,11,33200,1111.0
36,24,34686,984.0
54,33,16175,467.0
29,61,18732,298.0
64,53,30111,608.0
77,82,33633,352.0
21,71,22332,258.0
44,53,31239,593.0
64,24,32012,960.0
40,92,30520,168.0
74,92,30346,224.0
80,12,29894,1030.0
66,33,20641,591.0
54,52,34743,669.0
93,32,24678,730.0
61,21,34219,1014.0
51,22,31146,915.0
43,12,49079,1544.0
75,33,13839,447.0
68,61,26273,463.0
42,24,51867,1453.0
18,24,43403,1187.0
77,53,27267,582.0
51,62,28723,467.0
67,52,37636,738.0
89,12,32406,1120.0
82,71,28827,424.0
72,24,30278,927.0
79,34,34823,944.0
86,21,54637,1600.0
59,35,49832,1261.0
21,24,57043,1556.0
65,61,19481,368.0
44,72,30121,374.0
69,34,24421,684.0
81,21,62629,1805.0
60,41,32102,742.0
67,35,40947,1067.0
96,12,27894,996.0
38,21,37926,1074.0
40,82,32778,285.0
45,34,32060,823.0
55,35,46711,1181.0
97,12,29082,1034.0
71,52,45458,875.0
56,52,41732,788.0
74,12,27434,946.0
52,91,30729,189.0
50,52,42867,797.0
65,32,28309,768.0
77,35,42295,1115.0
76,62,28803,510.0
85,52,26061,576.0
36,62,28687,442.0
78,21,57663,1667.0
20,12,40082,1235.0
22,24,37055,1024.0
28,54,29633,540.0
40,24,59137,1643.0
95,82,25281,326.0
77,24,31694,973.0
56,11,44793,1437.0
51,22,41594,1194.0
38,71,19549,258.0
69,61,28071,489.0
26,81,23707,201.0
89,54,32844,695.0
32,81,34498,283.0
41,81,36113,309.0
70,35,33511,898.0
50,11,78678,2443.0
43,21,48328,1360.0
72,41,24328,606.0
83,52,37675,766.0
56,53,40922,775.0
87,24,30681,963.0
81,11,61111,1968.0
44,11,52367,1644.0
36,24,37896,1070.0
60,54,26025,533.0
86,92,27492,234.0
69,23,52026,1502.0
30,24,30172,854.0
42,21,54413,1521.0
50,24,37336,1078.0
25,12,31501,986.0
65,92,27599,200.0
87,61,20529,418.0
63,11,87120,2718.0
53,22,51972,1474.0
37,22,53620,1491.0
26,12,33987,1062.0
38,54,27072,514.0
18,21,40066,1098.0
44,24,58862,1642.0
91,35,48720,1288.0
34,92,25416,141.0
22,52,28989,519.0
97,21,61620,1804.0
95,24,60178,1763.0
33,33,43269,1064.0
51,52,33082,636.0
45,51,27154,527.0
77,33,20326,602.0
67,24,44256,1291.0
88,12,36439,1239.0
71,12,41929,1376.0
45,54,25035,492.0
44,21,38056,1088.0
64,24,57829,1648.0
81,24,38059,1149.0
24,11,38765,1202.0
19,22,33020,912.0
85,51,28936,623.0
22,22,39554,1091.0
24,12,33569,1047.0
98,12,29605,1051.0
86,52,41950,842.0
57,52,27749,557.0
99,22,46629,1408.0
57,71,26482,359.0
57,12,32972,1084.0
51,21,61991,1738.0
41,71,26312,331.0
39,33,43894,1089.0
30,34,44142,1079.0
85,12,34173,1166.0
82,12,37568,1263.0
